"asiasanat","ilmestymispäivä","käytön päättyminen","nimellisarvo","merkin nimi","merkin väri","painopaikka","painosmäärä","taiteilija","valuutta","kuvan_url"
"itsenäisyys kilpailu valokuvaus Virolahti liikunta mäkihyppy","2.11.2007","","0,70","Muistikuvia Suomesta - Pieni mäkihyppääjä","","Joh. Enschedé, Hollanti","375000","Päivi Vainionpää, kuva Kauko Tykkyläinen","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1890.jpg"
"itsenäisyys kilpailu valokuvaus  Savitaipale liikunta uinti","2.11.2007","","0,70","Muistikuvia Suomesta - Uimahyppy","","Joh. Enschedé, Hollanti","375000","Päivi Vainionpää , kuva Jarkko Pallasaho","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1891.jpg"
"itsenäisyys kilpailu valokuvaus  Viitasaari Kolimajärvi harrastus kalastus pilkintä","2.11.2007","","0,70","Muistikuvia Suomesta - Pilkkijä","","Joh. Enschedé, Hollanti","375000","Päivi Vainionpää, kuva Mari Paananen","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1892.jpg"
"joulu vuotuisjuhlat piparkakku hiiri eläin ruoka ravinto tarramerkki perinne","2.11.2007","","0,55","Piparihiiri","","Joh. Enschedé, Hollanti","43000000","Marjo Nygård-Niemistö","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1893.jpg"
"joulu vuotuisjuhlat olkipukki perinne hiiri eläin  tarramerkki","2.11.2007","","1","Olkipukki ja hiiri","","Joh. Enschedé, Hollanti","6000000","Marjo Nygård-Niemistö","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1894.jpg"
"koulutus opetus Teknillinen korkeakoulu Espoo Otaniemi robotti tekniikka teknologia tiede","24.1.2008","","1","Teknillinen korkeakoulu 100 vuotta - Robotti","","Cartor Security Printing, Ranska","350000","Ari Lakaniemi & Susanna Rumpu, foto: Sarri Kukkonen, Adolfo Vera, TKK","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1895.jpg"
"koulutus opetus Teknillinen korkeakoulu Espoo Otaniemi arkkitehtuuri Alvar Aalto rakennus tekniikka teknologia tiede","24.1.2008","","1","Teknillinen korkeakoulu 100 vuotta","","Cartor Security Printing, Ranska","350000","Ari Lakaniemi & Susanna Rumpu, foto: Sarri Kukkonen, Adolfo Vera, TKK","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1896.jpg"
"vesi ","24.1.2008","","0,05","Vesi","","Joh. Enschedé Stamps, Hollanti","3500000","Timo Berry","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1897.jpg"
"vesi ","24.1.2008","","0,05","Vesi","","Joh. Enschedé Stamps, Hollanti","3500000","Timo Berry","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1898.jpg"
"vesi ","24.1.2008","","0,05","Vesi","","Joh. Enschedé Stamps, Hollanti","3500000","Timo Berry","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1899.jpg"
"saaristot vesistöt","24.1.2008","","0,10","Saaristo","","Joh. Enschedé Stamps, Hollanti","2000000","Timo Berry","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1900.jpg"
"saaristot vesistöt","24.1.2008","","0,10","Saaristo","","Joh. Enschedé Stamps, Hollanti","2000000","Timo Berry","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1901.jpg"
"saaristot vesistöt","24.1.2008","","0,10","Saaristo","","Joh. Enschedé Stamps, Hollanti","2000000","Timo Berry","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1902.jpg"
"urheilu talviurheilu hiihto alppihiihto freestyle newschool Matti Räty droppi","24.1.2008","","1","Alppihiihtoa - Matti Räty","","Outer Aspect Ltd, Uusi Seelanti ja SEP Print Pty Ltd, Australia","300000","Susanna Rumpu, Ari Lakaniemi","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1903.jpg"
"urheilu talviurheilu hiihto alppihiihto Antti Autti lumilautailu halfpipe","24.1.2008","","","Alppihiihtoa - Antti Autti","","Outer Aspect Ltd, Uusi Seelanti ja SEP Print Pty Ltd, Australia","300000","Susanna Rumpu, Ari Lakaniemi","","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1904.jpg"
"urheilu talviurheilu hiihto alppihiihto Tapio Arska Saarimäki freestyle","24.1.2008","","","Alppihiihtoa - Tapio ""Arska"" Saarimäki","","Outer Aspect Ltd, Uusi Seelanti ja SEP Print Pty Ltd, Australia","300000","Susanna Rumpu, Ari Lakaniemi","","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1905.jpg"
"urheilu talviurheilu hiihto alppihiihto Tanja Poutiainen pujottelu","24.1.2008","","","Alppihiihtoa - Tanja Poutiainen","","Outer Aspect Ltd, Uusi Seelanti ja SEP Print Pty Ltd, Australia","300000","Susanna Rumpu, Ari Lakaniemi","","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1906.jpg"
"ystävyys tunteet viestintä tervehdykset ystävänpäivä vuotuisjuhlat","24.1.2008","","1","Catch U - Lentokone","","Joh. Enschedé Stamps, Hollanti","400000","Syrup Helsinki, Teemu Suviala & Antti Hinkula","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1907.jpg"
"ystävyys tunteet viestintä tervehdykset ystävänpäivä vuotuisjuhlat","24.1.2008","","1","Catch U - Kirjekyyhky","","Joh. Enschedé Stamps, Hollanti","400000","Syrup Helsinki, Teemu Suviala & Antti Hinkula","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1908.jpg"
"ystävyys tunteet viestintä tervehdykset ystävänpäivä vuotuisjuhlat","24.1.2008","","1","Catch U - Savumerkki","","Joh. Enschedé Stamps, Hollanti","400000","Syrup Helsinki, Teemu Suviala & Antti Hinkula","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1909.jpg"
"ystävyys tunteet viestintä tervehdykset ystävänpäivä vuotuisjuhlat","24.1.2008","","1","Catch U - Tekstiviesti","","Joh. Enschedé Stamps, Hollanti","400000","Syrup Helsinki, Teemu Suviala & Antti Hinkula","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1910.jpg"
"ystävyys tunteet viestintä tervehdykset ystävänpäivä vuotuisjuhlat","24.1.2008","","1 ","Catch U - Pulloposti","","Joh. Enschedé Stamps, Hollanti","400000","Syrup Helsinki, Teemu Suviala & Antti Hinkula","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1911.jpg"
"pääsiäinen Mitro Repo vuotuisjuhlat uskonto ortodoksisuus maalaus kuvataide kynttilä tuohus","27.2.2008","","1","Minun pääsiäiseni - Isä Mitro","","Cartor Security Printing, Ranska","2000000","Aino-Maija Metsola, kuva Oskari Hellman","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1912.jpg"
"kirjankustannus viestintä kustannustoiminta kuvataide taide maalaustaide Eero Järnefelt Carl Gustaf Swan Helene Schjerfbeck Lukevat tytöt Susanna Mukkala","27.2.2008","","1","Kirjankustannus 150 vuotta","","Walsall Security Printers, Englanti","3000000","Teemu Lipasti","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1913.jpg"
"säänennustus kansanperinne ennustaminen kala ahven eläin","27.2.2008","","1","Sadetta vai poutaa? - Ahven","","Walsall Security Printers, Englanti","400000","Kuvitus Sari Airola, graafinen suunnittelu Marjo Nygård-Niemistö","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1914.jpg"
"säänennustus kansanperinne ennustaminen lammas eläin kotieläin","27.2.2008","","1","Sadetta vai poutaa? - Lammas","","Walsall Security Printers, Englanti","400000","Kuvitus Sari Airola, graafinen suunnittelu Marjo Nygård-Niemistö","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1915.jpg"
"säänennustus kansanperinne ennustaminen eläin sammakko","27.2.2008","","1","Sadetta vai poutaa? - Sammakko","","Walsall Security Printers, Englanti","400000","Kuvitus Sari Airola, graafinen suunnittelu Marjo Nygård-Niemistö","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1916.jpg"
"säänennustus kansanperinne ennustaminen eläin lintu pääskynen ","27.2.2008","","1","Sadetta vai poutaa? - Pääskynen","","Walsall Security Printers, Englanti","400000","Kuvitus Sari Airola, graafinen suunnittelu Marjo Nygård-Niemistö","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1917.jpg"
"säänennustus kansanperinne ennustaminen eläin etana","27.2.2008","","1","Sadetta vai poutaa? - Etana","","Walsall Security Printers, Englanti","400000","Kuvitus Sari Airola, graafinen suunnittelu Marjo Nygård-Niemistö","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1918.jpg"
"hajuherne Lathyrus odoratus kasvi kukka","27.2.2008","","1","Hajuherne","","Joh. Enschedé Stamps, Hollanti","7000000","Leena Airikkala","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1919.jpg"
"antiikkesine taideteollisuus jugend kello valaisin pöytä huonekalu sisustustaide","27.2.2008","","1,05","Antiikkia II - Jugend","","Walsall Security Printers, Englanti","5000000","Pekka Piippo, kuva Annmarie Kääriäinen","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1920.jpg"
"Pohjola mytologia historia kivikausi muinaisjäännös Astuvansalmi Ristiina kalliomaalaus kulttipaikka","27.3.2008","","0,70","Myyttiset paikat - Astuvansalmi","","Cartor Security Printing, Ranska","300000","Antti Raudaskoski","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1921.jpg"
"Pohjola mytologia historia kivikausi muinaisjäännös muinaisesine Astuvansalmi Ristiina kalliomaalaus ","27.3.2008","","0,70","Myyttiset paikat - Meripihkaveistos","","Cartor Security Printing, Ranska","300000","Antti Raudaskoski","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1922.jpg"
"kirje viestintä kuvataide maalaustaide taide Pekka Halonen muotokuva","9.5.2008","","0,70","Kirje - Pekka Halonen","","Cartor Security Printing, Ranska","500000","Kaisu Klemetti, kuvat Matti Ruotsalainen ja Hannu Aaltonen","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1923.jpg"
"kirje viestintä kuvataide maalaustaide taide Maija Pekka Halonen muotokuva","9.5.2008","","0,70","Kirje - Maija Halonen","","Cartor Security Printing, Ranska","500000","Kaisu Klemetti, kuvat Matti Ruotsalainen ja Hannu Aaltonen","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1924.jpg"
"eläin perhonen hyönteinen nastakehrääjä aglia tau","9.5.2008","","1","Yöperhosia - Nastakehrääjä","","Joh. Enschedé Stamps, Hollanti","10000000","Timo Berry, kuva Jussi Murtosaari","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1925.jpg"
"eläin perhonen hyönteinen horsmakiitäjä deilephia elpenor ","9.5.2008","","1","Yöperhosia - Horsmakiitäjä","","Joh. Enschedé Stamps, Hollanti","10000000","Timo Berry, kuva Jussi Murtosaari","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1926.jpg"
"eläin perhonen hyönteinen isosiilikäs arctia caja","9.5.2008","","1","Yöperhosia - Isosiilikäs","","Joh. Enschedé Stamps, Hollanti","10000000","Timo Berry, kuva Jussi Murtosaari","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1927.jpg"
"Merenkurkku saaristo meret Unescon maailmanperintökohde luonnonperintökohde Pohjanlahti suojelukohteet saaristot","9.5.2008","","1,50","Merenkurkku","","Walsall Security Printers, Englanti","2000000","Marjatta Hanhijoki","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1928.jpg"
"juhlat","9.5.2008","","1","Juhlitaan - Kakku","","Cartor Security Printing, Ranska","500000","Kustaa Saksi","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1929.jpg"
"juhlat","9.5.2008","","1","Juhlitaan - Kitara","","Cartor Security Printing, Ranska","500000","Kustaa Saksi","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1930.jpg"
"juhlat","9.5.2008","","1","Juhlitaan - Kala","","Cartor Security Printing, Ranska","500000","Kustaa Saksi","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1931.jpg"
"juhlat","9.5.2008","","1","Juhlitaan - Sääret","","Cartor Security Printing, Ranska","500000","Kustaa Saksi","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1932.jpg"
"juhlat","9.5.2008","","1","Juhlitaan - Ilmapallot","","Cartor Security Printing, Ranska","500000","Kustaa Saksi","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1933.jpg"
"taide kuvataide maalaustaide Sam Vanni Sinistä ja punaista modernismi konstruktivismi nykytaide","9.5.2008","","1","Suomalaista taidetta I - Sam Vanni, Sinistä ja punaista","","The Lowe-Martin Group, Kanada","400000","Klaus Welp","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1934.jpg"
"taide kuvataide maalaustaide Kimmo Kaivanto Merirosvolaiva nykytaide","9.5.2008","","1","Suomalaista taidetta I - Kimmo Kaivanto, Merirosvolaiva","","The Lowe-Martin Group, Kanada","400000","Klaus Welp","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1935.jpg"
"taide kuvataide maalaustaide nykytaide Juhani Linnovaara Hiljaisuuden kuuntelija surrealismi","9.5.2008","","1","Suomalaista taidetta I - Juhani Linnovaara, Hiljaisuuden kuuntelija","","The Lowe-Martin Group, Kanada","400000","Klaus Welp","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1936.jpg"
"taide kuvataide maalaustaide nykytaide modernismi konstruktivismi Göran Augustson Odotan kevään tuloa","9.5.2008","","1","Suomalaista taidetta I - Göran Augustson, Odotan kevään tuloa","","The Lowe-Martin Group, Kanada","400000","Klaus Welp","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1937.jpg"
"taide kuvataide maalaustaide nykytaide modernismi konkretismi Carolus Enckell Minä","9.5.2008","","1","Suomalaista taidetta I  - Carolus Enckell, Minä","","The Lowe-Martin Group, Kanada","400000","Klaus Welp","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1938.jpg"
"taide kuvataide maalaustaide nykytaide Reino Hietanen Pöytä","9.5.2008","","1","Suomalaista taidetta I - Reino Hietanen, Pöytä","","The Lowe-Martin Group, Kanada","400000","Klaus Welp","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1939.jpg"
"Mika Waltari kirjallisuus kaunokirjallisuus muotokuva","5.9.2008","","0,80","Mika Waltarin syntymästä 100 vuotta","","Joh. Enschedé Stamps, Hollanti","300000","Päivi Vainionpää","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1940.jpg"
"Mika Waltari kirjallisuus kaunokirjallisuus Komisario Palmu jännityskirjallisuus Eeli Jaatinen kuvitus","5.9.2008","","0,80","Mika Waltari, Komisario Palmun erehdys","","Joh. Enschedé Stamps, Hollanti","300000","Päivi Vainionpää","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1941.jpg"
"eläin lemmikkieläin koira suomenpystykorva","5.9.2008","","1","Koiria - Suomenpystykorva","","The Lowe-Martin Group, Kanada","400000","Katriina Viljamaa-Rissanen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1942.jpg"
"eläin lemmikkieläin koira Pitkäkarvainen collie","5.9.2008","","1","Koiria - Pitkäkarvainen collie","","The Lowe-Martin Group, Kanada","400000","Katriina Viljamaa-Rissanen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1943.jpg"
"eläin lemmikkieläin koira  bokseri","5.9.2008","","1","Koiria - Bokseri","","The Lowe-Martin Group, Kanada","400000","Katriina Viljamaa-Rissanen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1944.jpg"
"eläin lemmikkieläin koira suomenajokoira","5.9.2008","","1","Koiria - Suomenajokoira","","The Lowe-Martin Group, Kanada","400000","Katriina Viljamaa-Rissanen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1945.jpg"
"eläin lemmikkieläin koira Cavalier kingcharlesinspanieli","5.9.2008","","1","Koiria - Cavalier kingcharlesinspanieli","","The Lowe-Martin Group, Kanada","400000","Katriina Viljamaa-Rissanen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1946.jpg"
"eläin lemmikkieläin koira Jackrusselinterrieri","5.9.2008","","1","Koiria - Jackrusselinterrieri","","The Lowe-Martin Group, Kanada","400000","Katriina Viljamaa-Rissanen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1947.jpg"
"ilotulitus","5.9.2008","","1","Ilotulitus","","Cartor Security Printing, Ranska","150000","Johannes Nieminen","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1948.jpg"
"urheilu moottoriurheilu autourheilu F1 Kimi Räikkönen Ferrari","5.9.2008","","1","Kimi Räikkönen, F1 World Champion '07","","Joh. Enschedé Stamps, Hollanti","1000000","Antti Raudaskoski","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1949.jpg"
"urheilu moottoriurheilu autourheilu F1 Kimi Räikkönen","5.9.2008","","1","Kimi Räikkönen, F1 World Champion '07","","Joh. Enschedé Stamps, Hollanti","1000000","Antti Raudaskoski","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1950.jpg"
"Adolf Erik Nordenskiöld tutkimusmatka geologia mineralogia Grönlanti","20.10.2008","","1","Adolf Erik Nordenskiöld","","Post Danmark Frimaerker","300000","Martin Mörck","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1951.jpg"
"Adolf Erik Nordenskiöld tutkimusmatka geologia mineralogia Grönlanti laiva Sofia","20.10.2008","","1","A. E. Nordenskiöld - Sofia-alus","","Post Danmark Frimaerker","300000","Martin Mörck","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1952.jpg"
"lumi pakkanen ilmatiede","6.11.2008","","1","Pakkasyö","","Joh. Enschedé Stamps, Hollanti","5000000","Nina Rintala","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1953.jpg"
"joulu vuotuisjuhlat perinne joulukuusi","6.11.2008","","0,60","Kuusenhakumatkalla","","Walsall Security Printers, Englanti","43000000","Julia Vuori","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1954.jpg"
"joulu vuotuisjuhlat perinne joulukuusi","6.11.2008","","1","Piirileikki","","Joh. Enschedé Stamps, Hollanti","6000000","Julia Vuori","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1955.jpg"
"Martti Ahtisaari Nobelin rauhanpalkinto palkinto","10.12.2008","","0,80","Nobel 2008 Rauhanpalkinto - Martti Ahtisaari","","Cartor Security Printing, Ranska","700000","Antti Raudaskoski","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1956.jpg"
"historia autonomian aika merkkivuosi 1809 Aleksanteri I Francois Gerard","22.1.2009","","0,80","1809 - Francois Gerard, Aleksanteri I","","Cartor Security Printing, Ranska","250000","Tapani Aartomaa","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1957.jpg"
"historia autonomian aika merkkivuosi 1809 Georg Magnus Sprengtporten B. A. Godenhjelm","22.1.2009","","0,80","1809 - B. A. Godenhjelm, Georg Magnus Sprengtporten","","Cartor Security Printing, Ranska","250000","Tapani Aartomaa","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1958.jpg"
"historia autonomian aika merkkivuosi 1809 Carl Erik Mannerheim J. E. Lindh ","22.1.2009","","0,80","1809 - J. E. Lindh, Carl Erik Mannerheim","","Cartor Security Printing, Ranska","250000","Tapani Aartomaa","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1959.jpg"
"historia autonomian aika merkkivuosi 1809 Gustaf Mauritz Armfelt J. E. Lindh","22.1.2009","","0,80","1809 - J. E. Lindh, Gustaf Mauritz Armfelt","","Cartor Security Printing, Ranska","250000","Tapani Aartomaa","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1960.jpg"
"sairaalatoiminta sairaalat lääketiede Turun lääninlasaretti sairaanhoitajat ","22.1.2009","","0,80","Sairaalatoiminta","","Cartor Security Printing, Ranska","500000","Dog design: Ilona Ilottu, Petri Salmela, Eeva Sivula","€","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1961.jpg"
"monikulttuurisuus ammatit poliisi","22.1.2009","","1","Monikulttuurinen Suomi - Poliisi","","The Lowe-Martin Group, Kanada","300000","Antti Raudaskoski, kuvat Teemu Lindroos","luokka","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/1962.jpg"
